date,pv_production_k_wh,consumption_base_load_k_wh,consumption_heat_pump_k_wh,consumption_ev_charging_k_wh,consumption_cooking_lighting_etc_k_wh,grid_feed_in_pv_k_wh,grid_import_total_k_wh,self_consumption_pv_k_wh,temperature_daily_C,humidity_daily_pct,wind_speed_daily_ms
2021-03-27,2.0954,3.359,46.131099999999996,0,8.0645,0,55.459,2.0954,8.508333333333333,62.295833333333334,2.9833333333333334
2021-03-28,2.4767,2.81,47.7933,0,9.0091,0,57.1358,2.4767,7.25,64.16666666666667,0.8791666666666667
2021-03-29,2.9755,3.269,46.2239,0,9.598700000000001,0,56.1158,2.9755,10.208333333333334,58.375,0.7
2021-03-30,3.2561,3.227,51.5073,0,7.0687,0,58.5469,3.2561,11.483333333333333,59.425,0.775
2021-03-31,4.9689,3.193,42.8815,0,7.0419,0.1006,48.2481,4.8682,13.370833333333334,61.795833333333334,0.5875
2021-04-01,5.4329,3.225,44.6988,0,11.3627,0,53.8536,5.4329,14.420833333333333,59.4125,0.6791666666666667
2021-04-02,5.2542,3.5060000000000002,49.105199999999996,0,9.6707,0,57.0278,5.2542,12.545833333333334,60.0875,1.6333333333333333
2021-04-03,5.6881,3.15,46.5695,0,8.4259,0.2678,52.725300000000004,5.4203,6.520833333333333,56.2375,2.6708333333333334
2021-04-04,6.5779,3.4130000000000003,51.3344,0,9.3818,0.1396,57.6906,6.4384,7.391666666666667,48.62916666666667,1.9
2021-04-05,7.0504,3.125,41.9433,0,8.9558,0.0196,46.9932,7.0307,6.9,58.6,3.2416666666666667
2021-04-06,8.7252,2.871,43.5058,0,8.1143,0.7424,46.5082,7.9828,1.7125,59.895833333333336,2.1041666666666665
2021-04-07,8.4709,2.878,42.7548,0,8.0042,0.7182,45.8841,7.7527,1.6333333333333333,61.6125,3.1041666666666665
2021-04-08,9.0615,2.762,40.756099999999996,0,10.866,1.1436,46.4664,7.9179,5,47.954166666666666,1.6708333333333334
2021-04-09,11.1225,2.986,42.6013,0,7.8972999999999995,2.0183,44.3805,9.1042,8.3375,51.81666666666667,2.1791666666666667
2021-04-10,9.184099999999999,2.917,36.076,0,10.051,2.0507999999999997,41.9109,7.1333,12.433333333333334,51.8375,2.7875
2021-04-11,9.407,3.204,41.2828,0,7.392,2.7306,45.2025,6.6764,11.829166666666666,65.825,1.8208333333333333
2021-04-12,10.0019,2.998,40.1489,0,11.2435,1.6113,46.0002,8.3907,3.6625,83.94583333333334,1.6625
2021-04-13,14.558300000000001,3.269,39.5404,0,9.0619,5.7741,43.086999999999996,8.7841,2.2333333333333334,85.58333333333333,1.0166666666666666
2021-04-14,11.5763,2.541,36.4817,0,6.4216,3.606,37.4739,7.9703,3.9291666666666667,62.21666666666667,2.2958333333333334
2021-04-15,18.7024,3.0020000000000002,36.1869,0,6.6254,8.9685,36.0804,9.734,3.9208333333333334,60.4875,2.4
2021-04-16,15.440999999999999,3.282,36.9798,0,10.5111,5.1845,40.5166,10.2567,5.0125,52.90416666666667,2.8208333333333333
2021-04-17,17.5486,2.982,36.4183,0,9.1595,7.2581999999999995,38.2695,10.2903,5.541666666666667,62.5375,2.1166666666666667
2021-04-18,20.889,3.014,36.7331,0,7.9069,10.9433,37.7085,9.9457,6.608333333333333,70.13333333333334,1.2916666666666667
2021-04-19,17.7418,3.229,34.364399999999996,0,11.032399999999999,8.8857,39.7694,8.8561,6.645833333333333,69.2,0.8541666666666666
2021-04-20,20.174,2.948,35.9636,0,8.329,10.9987,38.0658,9.1752,8.445833333333333,65.34583333333333,0.9583333333333334
2021-04-21,17.8551,3.011,35.6743,0,9.1232,6.6083,36.5613,11.247,10.479166666666666,59.35,1.3583333333333334
2021-04-22,19.166900000000002,2.771,33.8024,0,8.3981,8.2616,34.0665,10.9054,11.429166666666667,61.99583333333333,1.3541666666666667
2021-04-23,21.9714,3.133,33.3497,0,11.8831,10.674900000000001,37.0693,11.2967,11.35,37.92916666666667,1.8041666666666667
2021-04-24,24.1157,2.812,33.3669,0,11.902800000000001,14.643699999999999,38.61,9.4718,12.079166666666666,50.65,1.0791666666666666
2021-04-25,24.201900000000002,2.905,27.683699999999998,0,7.5706999999999995,15.768699999999999,29.726300000000002,8.433300000000001,13.066666666666666,48.8875,1.5375
2021-04-26,27.1496,3.121,30.471,0,7.5034,16.3905,30.3365,10.7589,12.095833333333333,40.458333333333336,2.325
2021-04-27,27.2435,3.0989999999999998,30.4762,0,6.2442,17.3465,29.9224,9.8967,11.7,45.229166666666664,1.2291666666666667
2021-04-28,24.4859,3.0300000000000002,30.3918,0,8.5662,16.0515,33.5538,8.4343,12.875,65.0625,1.5791666666666666
2021-04-29,29.0207,2.95,28.2093,0,8.4809,18.8474,29.4667,10.1735,11.833333333333334,78.57916666666667,1.3041666666666667
2021-04-30,24.1636,2.9090000000000003,25.9799,0,9.3246,14.1549,28.204900000000002,10.0087,8.754166666666666,82.2125,1.4875
2021-05-01,30.6817,3.344,22.6257,0,7.7183,21.198999999999998,24.2056,9.4825,7.375,90.10833333333333,1.0250000000000001
2021-05-02,32.6752,3.225,28.4663,0,8.0207,24.6231,31.6596,8.0521,6.908333333333333,86.05416666666666,1.7458333333333333
2021-05-03,29.1676,3.188,28.457,0,8.567,18.0931,29.1376,11.074399999999999,8.404166666666667,68.66666666666667,1.3458333333333334
2021-05-04,30.0149,3.015,23.6497,0,8.7749,19.7504,25.1752,10.2646,11.158333333333333,63.483333333333334,3.5
2021-05-05,29.5441,3.277,23.852800000000002,0,7.4975,19.9851,25.0682,9.559,9.9125,61.041666666666664,3.925
2021-05-06,21.1944,3.692,27.7123,0,8.7502,12.0377,30.9982,9.156600000000001,8.35,81.94166666666666,1.8791666666666667
2021-05-07,34.5456,3.125,24.2007,0,7.5331,26.66,26.9736,7.8855,8.975,73,2.220833333333333
2021-05-08,31.6432,2.862,24.1582,0,13.8313,20.7469,29.9547,10.8965,11.283333333333333,68.25833333333334,1.4583333333333333
2021-05-09,39.6852,2.53,25.0281,0,9.4972,30.8065,28.1767,8.8787,15.9375,64.14166666666667,0.9083333333333333
2021-05-10,34.348,2.9139999999999997,24.6498,0,8.6263,25.5558,27.398,8.7921,14.387500000000001,72.55416666666666,1.6958333333333333
2021-05-11,42.1873,3.302,22.7223,0,10.0134,31.889599999999998,25.740000000000002,10.2977,11.9,88.8,1.5083333333333333
2021-05-12,38.107,2.932,21.6909,0,7.9012,27.7566,22.1737,10.3506,10.695833333333333,78.55416666666666,1.2125
2021-05-13,40.88,3.403,21.1351,0,9.8215,30.2346,23.714100000000002,10.6454,9.441666666666666,81.6875,1.4541666666666666
2021-05-14,42.5246,2.898,19.8705,0,7.5429,33.3054,21.092,9.219199999999999,9.791666666666666,76.79166666666667,1.4291666666666667
2021-05-15,37.1897,3.177,20.6042,0,9.8712,27.5562,24.0181,9.6335,9.066666666666666,83.60833333333333,1.7125
2021-05-16,41.9594,3.282,20.6104,0,8.6468,30.4899,21.0698,11.4693,10.316666666666666,87.05833333333334,1.4208333333333334
2021-05-17,52.9951,3.075,17.5376,0,7.1131,44.1918,18.923,8.803,10.4375,79.45,4.316666666666666
2021-05-18,47.5691,3.125,19.6714,0,7.9243,39.3389,22.4905,8.2303,11.3625,72.0375,2.6041666666666665
2021-05-19,46.0931,3.289,16.2711,0,10.6423,38.1217,22.2313,7.9712,9.145833333333334,85.3125,1.8041666666666667
2021-05-20,40.1051,2.744,15.200899999999999,0,6.5277,31.8416,16.2089,8.2635,10.891666666666666,75.47083333333333,1.475
2021-05-21,38.9515,2.887,16.0258,0,10.8227,28.031,18.8152,10.9203,10.120833333333334,87.19583333333334,1.3875
2021-05-22,51.2065,3.377,15.288,0,12.4286,42.2175,22.104300000000002,8.989,12.229166666666666,66.75416666666666,2.575
2021-05-23,53.5017,2.994,14.8497,0,9.0334,44.8559,18.231,8.6459,11.65,70.9875,1.9125
2021-05-24,47.666199999999996,3.033,15.6934,0,7.8654,37.317099999999996,16.2431,10.3491,10.733333333333333,79.97083333333333,1.2833333333333334
2021-05-25,46.999900000000004,3.261,15.473600000000001,0,6.6347000000000005,38.497,16.8658,8.5029,11.045833333333334,63.1125,3.3625
2021-05-26,48.53,3.053,13.6673,0,6.362,40.5694,15.1213,7.9606,12.4875,69.34166666666667,2.629166666666667
2021-05-27,54.1139,3.098,12.4534,0,7.628,46.62,15.6855,7.4938,11.175,77.44583333333334,0.9375
2021-05-28,46.2621,2.877,13.0608,0,5.861,39.6011,15.1378,6.6610000000000005,13.595833333333333,67.1875,1.1166666666666667
2021-05-29,49.17,3.219,13.631,0,8.0161,41.356700000000004,17.0532,7.8135,15.245833333333334,57.3375,1.8625
2021-05-30,59.8086,3.07,11.4353,0,9.0345,52.196,15.9271,7.6129,14.554166666666667,53.079166666666666,2.3666666666666667
2021-05-31,46.9096,2.949,10.7736,0,9.6631,38.9893,15.4655,7.9203,14.7625,52.5375,1.3416666666666666
2021-06-01,51.9562,3.486,12.1852,0,9.877,42.5639,16.1561,9.3921,16.4125,57.30416666666667,1.1916666666666667
2021-06-02,52.2913,2.993,11.9038,0,6.966,44.9647,14.5359,7.3267999999999995,17.85,64.87083333333334,1.2333333333333334
2021-06-03,55.6793,2.859,11.080400000000001,0,8.668,47.9345,14.8625,7.7448999999999995,19.90833333333333,74.87916666666666,0.725
2021-06-04,49.7262,2.908,10.2698,0,8.8495,40.1165,12.4172,9.6099,18.4625,83.69166666666666,1.0875
2021-06-05,49.275800000000004,2.986,10.605,0,8.4153,42.0128,14.7433,7.2627999999999995,15.545833333333334,92.2125,1.05
2021-06-06,62.6137,2.988,9.3875,0,7.6434,55.354800000000004,12.7595,7.2591,16.345833333333335,84.2375,1.1708333333333334
2021-06-07,56.9005,2.7479999999999998,8.604,0,9.5668,47.5928,11.610900000000001,9.3079,16.595833333333335,90.25833333333333,0.9125
2021-06-08,68.7225,3.021,8.5456,0,7.4671,61.8777,12.1887,6.8447,17.579166666666666,84.6625,1.2166666666666666
2021-06-09,50.0638,3.238,8.6222,0,5.469,42.9749,10.2399,7.0889,17.304166666666667,83.27083333333333,0.8208333333333333
2021-06-10,53.0765,3.162,7.4864,0,10.0944,44.9609,12.626900000000001,8.1158,17.858333333333334,77.52916666666667,0.8958333333333334
2021-06-11,32.6713,2.963,8.21,0,9.8922,24.6656,13.0593,8.0059,19.466666666666665,70.4625,0.975
2021-06-12,48.8461,3.206,7.6934,0,6.2908,42.8702,11.2141,5.9757,20.633333333333333,67.5625,1.4916666666666667
2021-06-13,40.5017,2.739,7.2697,0,10.8272,33.7104,14.044599999999999,6.7913,19.9125,66.59583333333333,1.2208333333333334
2021-06-14,48.9264,3.102,6.9033,0,8.2439,41.448,10.770299999999999,7.4786,20.008333333333333,54.80833333333333,1.2875
2021-06-15,47.9923,2.915,6.2318,0,9.4464,42.1025,12.7037,5.8896,21.054166666666667,62.34166666666667,0.8625
2021-06-16,48.4818,3.1,6.3345,0,7.2185,41.7729,9.9442,6.709,22.225,62.0125,0.6083333333333334
2021-06-17,47.658300000000004,3.165,5.6166,0,10.903,40.8616,12.887599999999999,6.7968,23.383333333333333,65.27083333333333,0.525
2021-06-18,58.0996,3.295,5.5879,0,10.2838,49.9328,11.0003,8.1669,24.6375,63.59166666666667,1.0041666666666667
2021-06-19,50.363,2.756,5.2876,0,8.4851,44.3887,10.5542,5.9744,23.945833333333333,74.22916666666667,0.8958333333333334
2021-06-20,48.2184,2.837,4.9879,0,10.1711,41.2152,10.9925,7.0031,21.0125,76.175,1.5166666666666666
2021-06-21,46.0645,3.4699999999999998,4.6639,0,8.2005,40.3506,10.6206,5.7137,19.395833333333332,78.8875,1.1375
2021-06-22,73.2581,3.4875,4.2943999999999996,0,5.7716,67.4419,7.7376000000000005,5.8159,18.029166666666665,84.25,0.9583333333333334
2021-06-23,42.6576,2.981,4.4303,0,7.681,36.57,9.0051,6.0876,18.304166666666667,81.72916666666667,1.2333333333333334
2021-06-24,37.0286,2.974,3.335,0,7.2535,30.3686,6.9025,6.66,15.683333333333334,90.05,1.3666666666666667
2021-06-25,65.7993,3.138,3.9879000000000002,0,8.2167,59.6701,9.2134,6.1292,16.7625,79.13333333333334,1.0708333333333333
2021-06-26,56.4832,3.291,3.2901,0,8.6666,50.0191,8.7836,6.4641,18.391666666666666,74.47083333333333,0.7333333333333333
2021-06-27,63.593,3.041,2.6408,0,8.1351,57.6791,7.9032,5.9136,20.545833333333334,74.26666666666667,0.9958333333333333
2021-06-28,52.0148,2.985,2.7559,0,8.6129,46.746700000000004,9.0856,5.268,20.029166666666665,80.85833333333333,1.5250000000000001
2021-06-29,54.0293,2.993,2.6059,0,7.0704,48.4581,7.0981,5.5713,16.916666666666668,87.54583333333333,1.4208333333333334
2021-06-30,55.8151,2.636,2.0727,0,10.2395,49.6791,8.8122,6.1359,14.8625,82.19583333333334,2.345833333333333
2021-07-01,73.4204,3.023,2.1784,0,6.3804,67.2797,5.4414,6.1403,16.029166666666665,81.13333333333334,1.175
2021-07-02,59.1486,3.084,1.8378,0,5.9384999999999994,54.1754,5.8869,4.9737,18.108333333333334,69.05,1.0083333333333333
2021-07-03,51.287200000000006,2.813,1.7005,0,6.4816,46.7896,6.4981,4.4973,17.3875,80.66666666666667,0.8125
2021-07-04,63.0959,3.176,1.5792,0,7.6217,58.0884,7.3692,5.0075,16.979166666666668,89.39166666666667,1.0791666666666666
2021-07-05,58.863,2.7840000000000003,1.4993,0,9.2134,52.4685,7.1022,6.3945,17.625,83.28333333333333,0.7916666666666666
2021-07-06,50.554500000000004,3.236,1.1339,0,8.092,44.3352,6.2431,6.2193000000000005,17.329166666666666,88.47083333333333,1.1166666666666667
2021-07-07,56.5105,3.354,1.213,0,5.2780000000000005,52.2353,5.5694,4.2753,16.625,92.10833333333333,0.7333333333333333
2021-07-08,55.0675,3.17,0.9992,0,8.701,49.3981,7.2012,5.6693,16.704166666666666,90.475,1.2583333333333333
2021-07-09,65.8729,3.161,0.8598,0,9.7485,59.5992,7.4957,6.2737,17.566666666666666,77.19583333333333,1.0625
2021-07-10,69.0163,3.445,0.7086,0,9.8489,62.8642,7.8505,6.152,18.55,72.82083333333334,1.2583333333333333
2021-07-11,57.0307,2.791,0.5914,0,10.1335,51.1671,7.6525,5.8634,17.883333333333333,77.53333333333333,0.7333333333333334
2021-07-12,52.826,2.772,0.4706,0,6.955,48.1834,5.555,4.6424,19.4875,76.22083333333333,1.2583333333333333
2021-07-13,42.7215,3.338,0.4126,0,8.9179,36.3379,6.2848,6.3837,13.995833333333334,94.21666666666667,1.0958333333333332
2021-07-14,55.7333,3.113,0.3228,0,8.1935,50.292,6.1881,5.4414,15.491666666666667,82.81666666666666,2.279166666666667
2021-07-15,59.2907,3.015,0.2283,0,6.5518,54.5475,5.0521,4.7429,15.633333333333333,91.65416666666667,3.1458333333333335
2021-07-16,45.9385,2.812,0.18309999999999998,0,8.6418,40.643,6.3418,5.2952,17.504166666666666,84.11666666666666,0.7458333333333333
2021-07-17,56.6012,1.7249999999999999,0.0118,0,0,55.7429,0.8786,0.8582000000000001,19.0625,84.0625,0.7333333333333333
2021-07-18,40.1639,1.7249999999999999,0.0074,0,0,39.3067,0.8753,0.8571,21.358333333333334,72.82083333333334,1.6208333333333333
2021-07-19,47.7746,1.7249999999999999,0.005,0,0,46.9185,0.8736,0.8564,20.854166666666668,73.85,1.275
2021-07-20,47.5942,1.7249999999999999,0.0017000000000000001,0,0,46.7389,0.8714,0.8553,20.625,69.00416666666666,0.9708333333333333
2021-07-21,46.7331,1.7249999999999999,0,0,0,45.9228,0.9149999999999999,0.8099999999999999,20.616666666666667,66.4875,0.7416666666666667
2021-07-22,46.6102,1.7249999999999999,0,0,0,45.7552,0.87,0.855,21.475,68.0375,0.9083333333333333
2021-07-23,47.301,1.7249999999999999,0,0,0,46.4457,0.87,0.855,21.97083333333333,69.59583333333333,0.6916666666666667
2021-07-24,44.626,1.7249999999999999,0.0015,0,0,43.7705,0.8712,0.8553,20.416666666666668,85.25,0.7625
2021-07-25,36.7647,1.7249999999999999,0.0046,0,0,35.9538,0.9183,0.8113,18.75,89.875,0.7583333333333333
2021-07-26,44.492200000000004,1.7249999999999999,0.0082,0,0,43.6353,0.8761,0.8571,17.733333333333334,90.66666666666667,0.4625
2021-07-27,45.6211,1.7249999999999999,0.0124,0,0,44.7624,0.8785000000000001,0.8589,19.25,82.30416666666667,0.7375
2021-07-28,33.4046,1.7249999999999999,0.0166,0,0,32.5446,0.8815999999999999,0.8600000000000001,18.725,85.62083333333334,0.7833333333333333
2021-07-29,39.6139,1.7249999999999999,0.0211,0,0,38.7516,0.8838,0.8623,20.2,73.79166666666667,1.1208333333333333
2021-07-30,35.6637,1.7249999999999999,0.0315,0,0,34.8,0.893,0.8635,19.608333333333334,81.87083333333334,0.8666666666666667
2021-07-31,33.4691,1.7249999999999999,0.0427,0,0,32.6014,0.8997,0.868,18.5875,77.24583333333334,1.2
2021-08-01,37.806200000000004,2.892,0.4733,0,7.7852,32.0226,5.3671,5.7837,14.604166666666666,90.21666666666667,1.1791666666666667
2021-08-02,38.9247,2.92,0.7108,0,9.6487,32.6169,6.9719,6.3075,16.4625,76.125,1.1041666666666667
2021-08-03,43.1056,3.205,0.7404,0,6.5426,38.1061,5.4884,4.9995,15.1,85.06666666666666,1.4583333333333333
2021-08-04,41.4581,3.306,0.9689,0,6.9215,35.9931,5.7315,5.4654,14.558333333333334,92.60833333333333,0.4875
2021-08-05,27.5448,2.838,0.8631,0,7.4336,22.814,6.4039,4.7309,17.016666666666666,83.75416666666666,1.1625
2021-08-06,28.8595,3.061,1.1263,0,8.6094,22.3677,6.3049,6.4917,18.158333333333335,75.82916666666667,1.0958333333333334
2021-08-07,30.0074,3.024,1.2969,0,9.5794,23.2381,7.1312,6.7691,15.866666666666667,89.18333333333334,1.3416666666666668
2021-08-08,29.9507,2.6630000000000003,1.3307,0,8.7267,24.6551,7.4251,5.2954,16.420833333333334,79.09166666666667,0.8875
2021-08-09,31.4218,3.144,1.531,0,8.5578,25.6452,7.4559999999999995,5.7766,16.679166666666667,75.95833333333333,0.8875
2021-08-10,33.3039,3.472,1.7469000000000001,0,7.6278,27.2501,6.7928999999999995,6.0536,18.991666666666667,74.02916666666667,0.8208333333333333
2021-08-11,25.4711,3.3810000000000002,1.8216999999999999,0,10.253,17.8135,7.797899999999999,7.6577,21.458333333333332,73.7125,0.8166666666666667
2021-08-12,25.8597,3.404,2.188,0,6.883,21.0942,7.7093,4.7655,23.016666666666666,71.425,0.9833333333333333
2021-08-13,17.6185,2.989,2.4082,0,6.6872,12.1986,6.6644000000000005,5.4199,23.741666666666667,69.64166666666667,1.3958333333333333
2021-08-14,28.2658,2.86,2.8201,0,7.2613,24.5102,9.1857,3.7554,23.995833333333334,76.18333333333334,0.7416666666666667
2021-08-15,27.5606,3.039,3.0358,0,8.5426,20.5409,7.5977999999999994,7.0197,23.645833333333332,79.77916666666667,0.8416666666666667
2021-08-16,24.4698,3.033,3.0667,0,6.5365,20.2011,8.3678,4.2687,19.716666666666665,68.21666666666667,2.7875
2021-08-17,24.852,2.927,3.3008,0,6.9598,20.567899999999998,8.903599999999999,4.2843,16.4875,72.22916666666667,1.4708333333333334
2021-08-18,27.3615,2.719,3.3234,0,5.3439,22.6788,6.7035,4.6827,17.408333333333335,70.95,1.3833333333333333
2021-08-19,25.2132,2.995,3.8725,0,10.4114,16.9548,9.0205,8.2584,17.983333333333334,75.5625,0.7374999999999999
2021-08-20,22.7625,2.831,3.8399,0,11.477,16.3507,11.7365,6.4117,19.166666666666668,74.94166666666666,0.775
2021-08-21,19.1177,3.04,4.4296999999999995,0,9.0501,13.6082,11.0103,5.5095,20.654166666666665,74.04166666666667,1.1666666666666667
2021-08-22,15.899799999999999,2.811,4.8546,0,7.498,11.9487,11.2125,3.9509,18.6875,83.74166666666667,1.6458333333333335
2021-08-23,16.5263,3.171,5.1538,0,10.1931,9.293099999999999,11.2846,7.2334000000000005,17.375,76.35416666666667,1.1166666666666667
2021-08-24,15.3086,3.067,4.9162,0,8.2324,8.655,9.562,6.6536,16.270833333333332,72.82083333333334,2.625
2021-08-25,20.3167,2.774,6.1836,0,9.5494,15.0918,13.2819,5.225,16.041666666666668,74.4375,1.675
2021-08-26,16.7342,3.358,5.3935,0,8.4904,11.7197,12.2274,5.0145,15.908333333333333,74.92083333333333,1.8625
2021-08-27,15.7411,2.987,5.8297,0,8.0454,9.6381,10.7594,6.1028,16.091666666666665,63.80416666666667,1.5666666666666667
2021-08-28,12.7606,2.758,6.2118,0,8.5437,7.3613,12.1135,5.3995,13.545833333333334,78.90833333333333,0.9958333333333333
2021-08-29,13.6449,3.194,6.7313,0,10.148,7.7454,14.1743,5.8996,14.591666666666667,83.8,1.2125
2021-08-30,11.4163,2.598,6.6862,0,10.1057,5.9368,13.91,5.4797,15.616666666666667,85.22083333333333,0.9
2021-08-31,11.7934,2.794,7.6603,0,7.4235,5.857,11.9414,5.9364,16.295833333333334,77.67083333333333,1.475
2021-09-01,11.1603,2.679,7.865600000000001,0,8.8218,5.2889,13.4951,5.8711,16.4625,68.9375,1.7666666666666666
2021-09-02,12.0597,2.919,8.097199999999999,0,9.0358,6.4654,14.4582,5.5942,16.675,71.5,1.2291666666666667
2021-09-03,10.1046,3.2,8.4848,0,8.1098,4.5351,14.2249,5.5695,17.804166666666667,73.72083333333333,0.8041666666666667
2021-09-04,9.0731,2.831,8.6725,0,8.2535,3.734,14.4178,5.3391,18.166666666666668,74.65416666666667,0.7291666666666666
2021-09-05,7.299,3.022,8.9315,0,8.4056,1.9965,15.057,5.3023,18.508333333333333,73.54166666666667,0.7291666666666666
2021-09-06,6.6783,3.114,8.0465,0,8.0072,1.8939,14.3832,4.7844,18.791666666666668,70.82083333333334,0.8
2021-09-07,6.1291,2.93,8.7782,0,5.8573,1.6593,13.0961,4.4697000000000005,17.566666666666666,73.325,0.8
2021-09-08,6.1326,2.946,11.7256,0,7.0973999999999995,2.0344,17.6708,4.0981,18.55,73.8,0.725
2021-09-09,5.3628,3.308,11.6659,0,10.6477,0.8865999999999999,21.1459,4.4761999999999995,18.516666666666666,79.7875,1.3833333333333333
2021-09-10,5.465,2.96,11.0152,0,10.6915,1.2363,20.438,4.2288,17.416666666666668,85.3625,1.0083333333333333
2021-09-11,4.6644,2.781,12.374600000000001,0,8.5748,0.733,19.7987,3.9314,17.8375,81.05,0.975
2021-09-12,3.7945,3.076,11.9768,0,9.0271,0.2595,20.5452,3.535,17.458333333333332,80.25416666666666,0.65
2021-09-13,3.5652,3.457,11.8217,0,7.66,0.3676,19.741,3.1976999999999998,17.954166666666666,79.01666666666667,0.5791666666666667
2021-09-14,2.6171,2.891,14.2438,0,8.4846,0,23.0024,2.6171,19.15,79.21666666666667,0.5791666666666667
2021-09-15,2.2998,2.817,14.062100000000001,0,7.8913,0,22.4706,2.2998,18.6875,93.75,0.475
2021-09-16,1.4908,3.368,13.3787,0,8.5485,0,23.8043,1.4908,18.5,85.8125,1.1666666666666667
2021-09-17,1.3965,3.123,15.6814,0,8.3691,0,25.7769,1.3965,16.379166666666666,75.06666666666666,1.0083333333333333
2021-09-18,0.9756,3.497,15.5401,0,7.4805,0,25.5422,0.9756,14.979166666666666,77.01666666666667,0.95
2021-09-19,0.5983,2.805,15.2899,0,9.5542,0,27.051099999999998,0.5983,11.970833333333333,92.15,1.1791666666666667
2021-09-20,0.4074,2.811,16.0069,0,8.9403,0,27.3507,0.4074,12.9125,90.9375,0.12916666666666668
2021-09-21,0.36,2.974,17.9817,0,7.8529,0,28.4484,0.36,13.566666666666666,80.52916666666667,0.7875
2021-09-22,0.36,2.915,17.8101,0,6.7212000000000005,0,27.0865,0.36,12.875,74.85416666666667,1.2416666666666667
2021-09-23,0.36,2.785,17.1489,0,8.8958,0,28.4698,0.36,13.3625,82.67916666666667,0.9416666666666667
2021-09-24,0.36,3.115,15.866,0,8.6884,0,27.3096,0.36,14.808333333333334,83.97083333333333,0.6083333333333334
2021-09-25,0.36,3.335,18.1254,0,4.6486,0,25.7489,0.36,16.204166666666666,85.88333333333334,0.38333333333333336
2021-09-26,0.36,3.221,18.9084,0,7.4473,0,29.2166,0.36,16.691666666666666,90.32083333333333,0.6
2021-09-27,0.36,2.912,19.6121,0,8.0976,0,30.261400000000002,0.36,16.6125,84.24583333333334,0.7458333333333333
2021-09-28,0.36,3.373,21.0928,0,11.2236,0,35.3288,0.36,15.1875,74.35833333333333,1.3875
2021-09-29,0.36,3.696,21.3813,0,6.3058000000000005,0,31.0228,0.36,14.6625,74.73333333333333,1.8333333333333333
2021-09-30,0.36,2.9659999999999997,23.8194,0,8.0361,0,34.4611,0.36,11.654166666666667,70.78333333333333,0.7125
2021-10-01,0.36,3.172,21.101,0,8.5692,0,32.4821,0.36,11.9125,79.4625,0.7208333333333333
2021-10-02,0.36,3.383,22.4782,0,7.7868,0,33.2879,0.36,15.55,82.89583333333333,0.5875
2021-10-03,0.36,3.201,22.3426,0,8.8225,0,34.0064,0.36,14.895833333333334,82.12916666666666,1.1875
2021-10-04,0.36,3.371,23.3906,0,8.9082,0,35.3097,0.36,12.4375,83.77083333333333,0.6583333333333333
2021-10-05,0.36,3.128,22.2741,0,7.4599,0,32.5019,0.36,12.616666666666667,84.89166666666667,1.8
2021-10-06,0.36,3.145,24.576,0,7.0348,0,34.3959,0.36,10.1875,84.2,1.6666666666666667
2021-10-07,0.36,3.026,23.9959,0,10.0671,0,36.7287,0.36,10.779166666666667,80.00833333333334,1.55
2021-10-08,0.36,3.282,26.598200000000002,0,9.0458,0,38.566,0.36,12.045833333333334,75.39166666666667,1.8333333333333333
2021-10-09,0.36,2.934,23.4165,0,12.6167,0,38.607,0.36,10.2,79.12083333333334,1.4375
2021-10-10,0.36,3.387,24.4821,0,7.9937,0,35.5023,0.36,7.475,83.49166666666667,0.775
2021-10-11,0.36,2.936,27.93,0,6.873,0,37.3788,0.36,5.879166666666666,88.61666666666666,0.5791666666666667
2021-10-12,0.36,3.204,27.7861,0,8.6049,0,39.2349,0.36,8.7875,81.2125,0.9
2021-10-13,0.36,2.86,25.9971,0,7.8542,0,36.351,0.36,8.2625,80.72916666666667,0.9458333333333333
2021-10-14,0.36,3.338,29.9419,0,9.4688,0,42.3888,0.36,6.0375,81.83333333333333,0.7625000000000001
2021-10-15,0.36,3.378,29.3434,0,8.8372,0,41.1986,0.36,7.266666666666667,84.2375,0.6333333333333333
2021-10-16,0.36,3.366,32.4615,0,8.2186,0,43.6863,0.36,7.7125,85.84166666666667,0.5708333333333333
2021-10-17,0.36,3.205,31.8061,0,6.2879,0,40.9392,0.36,7.8375,91.14166666666667,0.7208333333333333
2021-10-18,0.36,3.1790000000000003,29.766099999999998,0,6.4921,0,39.077,0.36,9.204166666666667,87.55,0.575
2021-10-19,0.36,2.999,31.5353,0,8.0772,0,42.2514,0.36,10.575,85.87916666666666,0.625
2021-10-20,0.36,3.149,33.6755,0,9.5722,0,46.0366,0.36,13.695833333333333,72.99166666666667,3.1375
2021-10-21,0.36,3.059,29.9107,0,7.1515,0,39.7612,0.36,13.908333333333333,60.5375,4.625
2021-10-22,0.36,3.218,32.8931,0,7.9911,0,43.7422,0.36,8.1875,76.58333333333333,1.4875
2021-10-23,0.36,2.933,35.4417,0,8.9469,0,46.9616,0.36,4.679166666666667,81.35833333333333,0.8791666666666667
2021-10-24,0.36,3.457,34.7623,0,8.7667,0,46.6261,0.36,5.05,86.5875,0.31666666666666665
2021-10-25,0.36,3.5,37.1927,0,8.6794,0,49.0119,0.36,7.575,87.8375,0.45416666666666666
2021-10-26,0.36,3.335,33.0513,0,7.5987,0,43.625,0.36,8.979166666666666,91.32916666666667,0.25
